#GeneSymbol	GeneName	GFOLD(0.01)	E-FDR	log2fdc	7600 RPKM	FV013 RPKM	up or down
FVEG_16817	NA	-5.7758	1	-6.11312	42.557	0.555268	d
FVEG_16819	NA	-4.36558	1	-7.23786	0.751826	0	d
FVEG_16823	NA	4.06017	1	4.29895	0.763474	13.7774	u
FVEG_16831	NA	-5.54443	1	-6.83931	2.87336	0.0201356	d
FVEG_16834	NA	-4.94544	1	-5.95479	9.65918	0.131087	d
FVEG_16846	NA	-4.61316	1	-4.92453	6.79641	0.202737	d
FVEG_16853	NA	-5.72023	1	-5.86418	129.415	2.02267	d
FVEG_16871	NA	-4.60921	1	-4.80281	27.7567	0.904637	d
FVEG_16878	NA	4.72452	1	5.15193	1.26886	41.9088	u
FVEG_16888	NA	-4.1134	1	-4.19236	94.3847	4.70619	d
FVEG_16938	NA	-6.43231	1	-6.66694	85.9492	0.767657	d
FVEG_16941	NA	-4.29395	1	-5.02099	5.91405	0.159399	d
FVEG_16942	NA	-4.2042	1	-4.92045	2.74872	0.079627	d
FVEG_17018	NA	-6.28025	1	-6.70812	18.914	0.162203	d
FVEG_17067	NA	-4.25192	1	-6.13477	0.355749	0.00239709	d
FVEG_17077	NA	-6.68389	1	-6.78367	388.992	3.21678	d
FVEG_17083	NA	-5.33189	1	-6.3263	14.1311	0.148001	d
FVEG_17092	NA	-5.12099	1	-5.383	28.4735	0.619042	d
FVEG_17093	NA	-4.66109	1	-5.24238	5.93403	0.139192	d
FVEG_17127	NA	5.03563	1	6.39491	0.146962	13.5272	u
FVEG_17128	NA	-5.69167	1	-6.32474	37.063	0.405821	d
FVEG_17136	NA	4.20596	1	4.80499	0.395917	10.493	u
FVEG_17158	NA	5.7938	1	6.11456	2.06678	131.913	u
FVEG_17177	NA	6.58156	1	7.45082	0.246288	42.5615	u
FVEG_17178	NA	4.02108	1	5.45301	0.11661	5.81718	u
FVEG_17182	NA	4.51716	1	7.25311	0	1.89968	u
FVEG_17212	NA	6.65644	1	8.08344	0.0434406	13.4286	u
FVEG_17219	NA	5.21143	1	7.94542	0	2.87138	u
FVEG_17241	NA	6.33906	1	9.07133	0	7.69181	u
FVEG_17244	NA	5.17375	1	7.90783	0	4.75512	u
FVEG_17253	NA	4.50065	1	7.23667	0	1.72712	u
FVEG_17276	NA	4.01648	1	6.75455	0	0.472494	u
FVEG_17301	NA	-4.34393	1	-4.66409	6.02355	0.215255	d
FVEG_17306	NA	-6.77362	1	-6.86401	404.064	3.16089	d
FVEG_17307	NA	-6.80876	1	-8.25762	4.34773	0.0103985	d
FVEG_17315	NA	-5.15988	1	-5.55881	6.61672	0.126392	d
FVEG_17328	NA	4.94639	1	5.43742	0.557103	22.5756	u
FVEG_17339	NA	-4.0796	1	-4.31718	20.0159	0.912789	d
FVEG_17361	NA	7.76797	1	8.42487	1.26413	415.946	u
FVEG_17371	NA	5.19138	1	6.80251	0.0802511	12.2457	u
FVEG_17402	NA	6.04407	1	6.68792	0.45775	45.0805	u
FVEG_17404	NA	-4.5679	1	-5.18724	3.60689	0.0875897	d
FVEG_17405	NA	5.90944	1	6.08489	7.89538	490.103	u
FVEG_17421	NA	-6.28578	1	-7.08401	2.22782	0.0140106	d
FVEG_17426	NA	-4.88205	1	-6.31848	1.83776	0.0176901	d
FVEG_17427	NA	-5.34976	1	-5.83931	7.17138	0.111903	d
FVEG_17464	NA	-4.25876	1	-4.41627	13.8751	0.591744	d
FVEG_17466	NA	-6.64286	1	-7.23252	4.06029	0.0237697	d
FVEG_17467	NA	-5.48407	1	-6.10989	9.13371	0.11629	d
FVEG_17471	NA	6.70983	1	7.21782	1.54894	216.087	u
FVEG_17479	NA	-6.23281	1	-6.89486	11.566	0.0847642	d
FVEG_17484	NA	-4.66736	1	-5.45229	2.95689	0.0583688	d
FVEG_17487	NA	-6.30805	1	-7.14617	23.8078	0.14269	d
FVEG_17513	NA	-5.16477	1	-5.51088	8.91467	0.17663	d
FVEG_17518	NA	-6.34045	1	-7.40829	7.79561	0.0381488	d
FVEG_17527	NA	-4.40648	1	-4.90344	7.3198	0.219169	d
FVEG_17534	NA	-4.82211	1	-4.95428	25.4911	0.748922	d
FVEG_17546	NA	-6.27535	1	-6.38574	81.2104	0.884735	d
FVEG_17547	NA	-5.3754	1	-5.49249	30.7751	0.622722	d
FVEG_17559	NA	5.98562	1	7.49625	0.174204	38.2302	u
FVEG_17571	NA	-4.88479	1	-5.60485	4.29928	0.0769396	d
FVEG_17574	NA	-5.68059	1	-5.94479	40.9835	0.603296	d
FVEG_17576	NA	-5.29988	1	-7.1078	4.36944	0.014721	d
FVEG_17577	NA	-4.37732	1	-5.78198	3.52292	0.0507276	d
FVEG_17578	NA	-4.7374	1	-6.06638	4.02497	0.0483921	d
FVEG_17600	NA	-6.37476	1	-6.4579	135.611	1.40592	d
FVEG_17602	NA	-4.5618	1	-5.85381	1.49491	0.0211633	d
FVEG_17606	NA	-5.12096	1	-6.04576	1.99548	0.0255799	d
FVEG_17615	NA	-5.40045	1	-5.98869	6.12441	0.0852478	d
FVEG_17617	NA	-4.06279	1	-6.96484	0.793594	0	d
FVEG_17643	NA	-4.43511	1	-4.70022	16.6147	0.580227	d
FVEG_17674	NA	-4.81356	1	-5.44517	3.0649	0.062047	d
FVEG_17675	NA	-4.26466	1	-5.53369	3.83248	0.0686679	d
FVEG_17676	NA	-5.62826	1	-5.97386	6.25095	0.0897955	d
