# This file is generated by gfold V1.1.1						
# Normalization constants :						
#    7600_Gfold.read_cnt	46669976	1				
#    FV013_Gfold.read_cnt	266393578	5.20494				
# The GFOLD value could be considered as a reliable log2 fold change.						
# It is positive/negative if the gene is up/down regulated.						
# A gene with zero GFOLD value should never be considered as 						
# differentially expressed. For a comprehensive description of 						
"# GFOLD, please refer to the manual."						
#GeneSymbol	GeneName	GFOLD(0.01)	E-FDR	log2fdc	7600 RPKM	FV013 RPKM
FVEG_06712	NA	-1.07121	1	-1.21583	11.6075	4.56007
FVEG_06713	NA	1.76304	1	2.01205	2.56542	9.48676
FVEG_06714	NA	-0.913045	1	-0.951329	129.985	61.3013
FVEG_06715	NA	0	1	0.427474	0.816269	1.05465
FVEG_06716	NA	1.35656	1	1.53474	3.87717	10.2701
FVEG_06717	NA	0	1	1.20508	0	0.0380224
FVEG_06718	NA	-0.359355	1	-0.43795	18.8833	12.7148
FVEG_06719	NA	1.80657	1	1.91656	10.7476	37.0354
FVEG_06720	NA	0.889341	1	0.945768	17.866	31.3879
FVEG_06721	NA	0.471331	1	0.548217	11.8047	15.7468
FVEG_06722	NA	0.564088	1	0.641046	8.4205	11.9791
FVEG_06723	NA	-2.6984	1	-2.75703	37.7814	5.09614
FVEG_06724	NA	-3.64922	1	-3.90686	57.2292	3.46874
FVEG_06725	NA	-0.33497	1	-0.412007	33.071	22.6717
FVEG_06726	NA	0	1	-2.37988	0	0
FVEG_06727	NA	0	1	0.427474	0	0.0405821
FVEG_06728	NA	-2.19538	1	-2.67534	0.941172	0.134066
FVEG_06729	NA	1.01351	1	1.33273	7.01249	16.2439
FVEG_06730	NA	0	1	-2.37988	0	0
FVEG_06731	NA	0	1	-0.0579524	0.0590277	0.0930705
FVEG_06732	NA	1.57926	1	2.28508	0.147943	0.692597
FVEG_06733	NA	0.710683	1	0.887498	4.82809	8.16383
FVEG_06734	NA	-2.50059	1	-4.37988	0.582257	0.0204013
FVEG_06735	NA	0	1	-0.572526	0.0173358	0.0182225
FVEG_06736	NA	1.53669	1	3.07955	0.0298012	0.304554
FVEG_06737	NA	0.811452	1	2.01929	0.1084	0.443118
FVEG_06738	NA	6.18981	1	6.60233	3.66769	330.643
FVEG_06739	NA	7.13348	1	7.42825	2.78552	441.219
FVEG_06740	NA	-0.616504	1	-1.06135	2.05465	0.904179
FVEG_06741	NA	-1.17524	1	-1.41628	2.47426	0.84671
FVEG_06742	NA	-4.84	1	-4.8723	1647.31	51.2822
FVEG_06743	NA	-1.8116	1	-2.01251	6.68674	1.51187
FVEG_06744	NA	1.02355	1	1.25786	3.0589	6.69996
FVEG_06745	NA	0.268272	1	0.473791	2.5885	3.28776
FVEG_06746	NA	-2.8036	1	-2.91184	45.5227	5.51474
FVEG_06747	NA	-1.03274	1	-1.11532	43.1461	18.1649
FVEG_06748	NA	-2.1931	1	-2.28261	17.3082	3.24383
FVEG_06749	NA	0.455658	1	0.522825	43.7018	57.2729
FVEG_06750	NA	-0.126664	1	-0.205034	39.3435	31.1336
FVEG_06751	NA	0	1	0.0738203	8.19088	7.87075
FVEG_06752	NA	-0.496676	1	-0.57957	22.6104	13.8011
FVEG_06753	NA	0.285053	1	0.334381	47.9155	55.0978
FVEG_06754	NA	0	1	0.154098	0.764065	0.803148
FVEG_06755	NA	2.8734	1	3.56818	0.252413	2.87926
FVEG_06756	NA	0	1	1.20508	0	0.039326
FVEG_06757	NA	2.08049	1	2.16832	18.3784	75.3787
FVEG_06758	NA	-0.0680281	1	-0.246922	10.7375	8.26519
FVEG_06759	NA	-2.03345	1	-2.15779	11.7719	2.4058
FVEG_06760	NA	-1.11104	1	-1.24014	19.7987	7.64685
FVEG_06761	NA	0	1	-0.239703	1.44235	1.12277
FVEG_06762	NA	-0.710473	1	-0.774165	22.572	12.0373
FVEG_06763	NA	0.55967	1	0.566811	1353.78	1828.55
FVEG_06764	NA	-2.59664	1	-2.88613	25.9722	3.1993
FVEG_06765	NA	-0.617361	1	-0.722485	4.90079	2.70971
FVEG_06766	NA	0.0760141	1	0.443963	8.90206	11.1527
FVEG_06767	NA	2.24582	1	2.48659	4.05436	20.8275
FVEG_06768	NA	-2.56076	1	-2.60283	52.8125	7.92739
FVEG_06769	NA	-4.92949	1	-5.01442	59.4657	1.67687
FVEG_06770	NA	-0.464062	1	-0.51637	67.0402	42.7446
FVEG_06771	NA	-0.139053	1	-0.456414	2.34408	1.56548
FVEG_06772	NA	-0.0418159	1	-0.135975	13.0122	10.8036
FVEG_06773	NA	0.433175	1	0.501659	36.5801	47.242
FVEG_06774	NA	0	1	0.0364216	8.21536	7.68679
FVEG_06775	NA	-1.076	1	-1.20944	4.25333	1.67819
FVEG_06777	NA	-6.33679	1	-6.47793	154.218	1.57508
FVEG_06778	NA	-4.84039	1	-5.00421	55.4234	1.57192
FVEG_06779	NA	-4.68744	1	-4.7611	61.3237	2.06148
FVEG_06780	NA	-0.123534	1	-0.412485	1.97822	1.36096
FVEG_06781	NA	0	1	0.427474	0	0.0226135
FVEG_06782	NA	0	1	0.62012	0	0.0122675
FVEG_06783	NA	-0.357089	1	-0.408101	104.543	71.8507
FVEG_06784	NA	-0.45089	1	-0.510152	43.2734	27.7112
FVEG_06785	NA	0.883262	1	0.947338	27.4763	48.3277
FVEG_06786	NA	0.730185	1	0.788666	15.9431	25.1202
FVEG_06787	NA	0.333068	1	0.379079	82.8019	98.2076
FVEG_06788	NA	0.759969	1	0.897611	4.54731	7.73584
FVEG_06789	NA	-0.263206	1	-0.385917	3.45621	2.41377
FVEG_06790	NA	0.104634	1	0.171629	43.1675	44.3482
FVEG_06791	NA	0.743911	1	0.802728	48.9604	77.8983
FVEG_06792	NA	-0.442281	1	-0.554897	7.00755	4.35234
FVEG_06793	NA	0	1	-0.04746	9.94654	8.78207
FVEG_06794	NA	-0.0892808	1	-0.176275	17.2747	13.9464
FVEG_06795	NA	-2.9852	1	-3.09037	34.2088	3.66157
FVEG_06796	NA	-1.28474	1	-1.3588	29.624	10.5343
FVEG_06797	NA	-0.648132	1	-0.72429	31.4604	17.369
FVEG_06798	NA	-2.8351	1	-2.98683	12.0942	1.39057
FVEG_06799	NA	0	1	0.00601066	3.68745	3.41338
FVEG_06800	NA	-3.77431	1	-4.4608	1.94629	0.0782051
FVEG_06801	NA	-4.1134	1	-4.86531	1.65167	0.0495299
FVEG_06802	NA	7.75515	1	8.62396	0.674868	263.006
FVEG_06803	NA	0	1	0.00583762	5.76963	5.29017
FVEG_06804	NA	0.302575	1	0.41252	13.4796	16.3736
FVEG_06805	NA	0	1	-0.470393	0.83482	0.560639
FVEG_06806	NA	1.74502	1	1.87122	14.2913	47.7384
FVEG_06807	NA	0.196605	1	1.56765	0.147773	0.46168
FVEG_06808	NA	0.0294848	1	2.86805	0	0.409712
FVEG_06809	NA	3.57842	1	3.85675	1.39245	18.5307
FVEG_06810	NA	0.432701	1	0.598746	10.5579	14.6085
FVEG_06811	NA	0.0766792	1	0.158158	35.5963	36.235
FVEG_06812	NA	-2.01789	1	-2.2394	8.51265	1.64422
FVEG_06813	NA	0.225893	1	0.280628	19.1467	21.2122
FVEG_06814	NA	0.174559	1	0.225204	73.7686	78.6441
FVEG_06815	NA	0.0829307	1	0.137899	41.353	41.4983
FVEG_06816	NA	-0.140611	1	-0.214972	30.0597	23.623
FVEG_06817	NA	0	1	-0.0909423	13.3831	11.4649
FVEG_06818	NA	0	1	0.942048	0	0.0469231
FVEG_06819	NA	0.774026	1	0.886552	24.5728	41.4639
FVEG_06820	NA	-0.184945	1	-0.259615	39.836	30.3519
FVEG_06821	NA	0	1	0.0232768	13.053	12.1012
FVEG_06822	NA	-1.70194	1	-1.81183	40.0039	10.3922
FVEG_06823	NA	1.46368	1	1.57588	7.455	20.2863
FVEG_06824	NA	-5.50752	1	-5.67553	29.3433	0.522404
FVEG_06825	NA	1.08508	1	1.18308	8.52126	17.6562
FVEG_06826	NA	0	1	-0.063169	25.3907	22.1672
FVEG_06827	NA	-0.156501	1	-0.223773	7.87699	6.15228
FVEG_06828	NA	1.34479	1	1.42001	12.9893	31.7083
FVEG_06829	NA	-0.335005	1	-0.377455	31.8593	22.3657
FVEG_06830	NA	-0.269911	1	-0.348219	11.3547	8.13619
FVEG_06831	NA	-0.669243	1	-0.717399	25.6901	14.249
FVEG_06832	NA	-0.831713	1	-1.40635	0.274771	0.0953838
FVEG_06833	NA	0	1	1.62012	0	0.0284526
FVEG_06834	NA	-0.379083	1	-0.794918	1.78883	0.946977
FVEG_06836	NA	0	1	-0.10529	29.8884	25.3526
FVEG_06837	NA	0.275656	1	0.342911	36.3822	42.0896
FVEG_06840	NA	1.68695	1	2.00407	0.637817	2.35393
FVEG_06841	NA	-2.83612	1	-2.89914	97.071	11.8649
FVEG_06842	NA	-0.425582	1	-0.516526	14.5486	9.27769
FVEG_06843	NA	-0.348203	1	-0.39715	20.194	13.9847
FVEG_06844	NA	0.815903	1	0.874996	15.4866	25.9058
FVEG_06845	NA	0.294131	1	0.311883	419.209	474.521
FVEG_06846	NA	0.676926	1	0.720043	100.837	151.482
FVEG_06847	NA	0.982122	1	1.03356	56.8993	106.232
FVEG_06848	NA	0	1	0.0607336	23.8368	22.6805
FVEG_06849	NA	-0.200472	1	-0.247402	71.2624	54.7478
FVEG_06850	NA	0.00851756	1	0.104168	7.24266	7.10291
FVEG_06851	NA	1.57903	1	1.7818	4.30758	13.5532
FVEG_06852	NA	0.438161	1	0.535463	7.54393	9.97708
FVEG_06853	NA	0.716474	1	0.755104	35.8481	55.1761
FVEG_06854	NA	0	1	-0.0491787	44.7105	39.4193
FVEG_06855	NA	-0.509828	1	-0.541157	174.984	109.659
FVEG_06856	NA	0.0377237	1	0.242515	4.93703	5.341
FVEG_06857	NA	0.429794	1	0.498137	27.5534	35.4976
FVEG_06858	NA	0	1	0.38848	1.82884	2.20814
FVEG_06859	NA	0	1	0.260577	0.185315	0.213056
FVEG_06860	NA	0.256261	1	0.323412	14.0437	16.0287
FVEG_06861	NA	-1.30843	1	-1.46327	28.2977	9.36421
FVEG_06862	NA	-0.772198	1	-0.822907	34.2543	17.6593
FVEG_06863	NA	0.623271	1	0.9142	2.45765	4.25138
FVEG_06864	NA	0.0888885	1	0.170317	26.5728	27.2786
FVEG_06865	NA	-4.42496	1	-4.67266	9.7078	0.345771
FVEG_06866	NA	0.576075	1	0.756553	7.25436	11.2027
FVEG_06867	NA	0.86746	1	0.939694	14.5639	25.483
FVEG_06868	NA	0.517029	1	0.548197	47.2935	63.0643
FVEG_06869	NA	-0.0404956	1	-0.174722	16.5688	13.3986
FVEG_06870	NA	3.43722	1	3.74433	1.36343	16.8123
FVEG_06871	NA	1.52463	1	1.73208	2.94297	8.94736
FVEG_06872	NA	0.0279273	1	0.118588	32.7732	32.4618
FVEG_06873	NA	0.717538	1	0.879136	7.58009	12.738
FVEG_06874	NA	0.52163	1	0.533247	871.878	1150.57
FVEG_06875	NA	0.657029	1	0.697319	99.2907	146.826
FVEG_06876	NA	-1.57167	1	-1.76931	10.3286	2.76481
FVEG_06877	NA	1.21661	1	1.55381	1.8355	4.96225
FVEG_06878	NA	0.539148	1	0.642125	12.8873	18.3534
FVEG_06879	NA	0.796062	1	0.835453	109.053	177.465
FVEG_06880	NA	-1.08479	1	-1.1652	27.8143	11.3119
FVEG_06881	NA	-0.0626369	1	-0.138492	20.8218	17.2544
FVEG_06882	NA	5.1176	1	5.32977	3.55346	130.871
FVEG_06883	NA	0.660544	1	0.678377	553.78	808.143
FVEG_06884	NA	-0.205367	1	-0.270067	33.2913	25.1803
FVEG_06887	NA	0.507954	1	0.643083	15.6151	22.2654
FVEG_06888	NA	0	1	-0.0365123	81.5094	72.4833
FVEG_06889	NA	-0.451612	1	-0.515897	74.1819	47.3169
FVEG_06890	NA	0.118819	1	0.190505	13.3304	13.876
FVEG_06891	NA	1.5482	1	1.63414	25.4356	72.0366
FVEG_06892	NA	-0.845549	1	-0.988806	5.32405	2.44826
FVEG_06893	NA	0.0900315	1	0.159801	12.4785	12.7154
FVEG_06894	NA	0	1	0.0230842	17.0041	15.7641
FVEG_06895	NA	0.240434	1	0.271842	138.616	152.618
FVEG_06896	NA	-0.512241	1	-0.540523	189.618	118.881
FVEG_06897	NA	0	1	0.128419	10.9493	10.9281
FVEG_06898	NA	1.08003	1	1.15721	11.0828	22.5491
FVEG_06899	NA	-0.238532	1	-0.286659	38.7542	28.9741
FVEG_06900	NA	4.21575	1	4.6475	0.763678	17.7864
FVEG_06901	NA	6.74501	1	6.9671	2.14676	246.07
FVEG_06902	NA	5.35568	1	6.10394	0.159191	10.648
FVEG_06903	NA	0	1	-1.37988	0	0.0123889
FVEG_06904	NA	0.0580434	1	0.205082	5.51653	5.80693
FVEG_06906	NA	-0.0452917	1	-0.105829	48.7923	41.3538
FVEG_06907	NA	-0.336493	1	-0.40667	24.8955	17.1294
FVEG_06908	NA	-1.57983	1	-1.65578	25.1057	7.26636
FVEG_06909	NA	0.414132	1	0.48699	10.034	12.828
FVEG_06910	NA	-0.332517	1	-0.596247	1.96347	1.18817
FVEG_06911	NA	-2.27448	1	-2.36361	49.9374	8.8479
FVEG_06914	NA	2.08354	1	2.59499	0.458797	2.5938
FVEG_06915	NA	1.19295	1	1.24622	69.05	149.396
FVEG_06916	NA	0.522651	1	0.637658	11.0037	15.6255
FVEG_06917	NA	0	1	-0.0408572	30.1804	26.7611
FVEG_06918	NA	0	1	0.62012	0	0.0391025
FVEG_06919	NA	-1.62184	1	-3.79492	0.219283	0.0109762
FVEG_06920	NA	0	1	0.161383	3.31145	3.38564
FVEG_06921	NA	-1.16342	1	-1.21942	0.861389	0.348975
FVEG_06922	NA	0	1	-0.0632841	6.42708	5.61269
FVEG_06923	NA	1.09937	1	1.19001	22.8787	47.6279
FVEG_06924	NA	1.20647	1	1.25538	18.5926	40.4815
FVEG_06925	NA	-1.83684	1	-2.11685	0.210069	0.046003
FVEG_06926	NA	0.705446	1	0.758634	19.1465	29.5446
FVEG_06927	NA	0.558987	1	0.617959	25.4026	35.558
FVEG_06928	NA	-0.320392	1	-0.385457	28.3089	19.7658
FVEG_06929	NA	0.26741	1	0.320293	38.388	43.7143
FVEG_06930	NA	0.584128	1	0.627991	144.123	203.126
FVEG_06931	NA	-0.501103	1	-0.598005	13.9943	8.43447
FVEG_06932	NA	0	1	-0.0207994	1.51606	1.38703
FVEG_06933	NA	0.542155	1	0.668379	9.71309	14.0924
FVEG_06934	NA	0.545953	1	0.634738	12.149	17.2102
FVEG_06936	NA	0.497287	1	0.607041	18.5003	25.7167
FVEG_06937	NA	-0.47563	1	-0.542478	23.0362	14.4256
FVEG_06938	NA	-0.0394641	1	-0.217439	8.2201	6.45802
FVEG_06939	NA	-2.4966	1	-2.57505	24.0128	3.67441
FVEG_06940	NA	-0.226075	1	-0.312888	18.7561	13.774
FVEG_06942	NA	0.348637	1	0.416503	27.8937	33.9586
FVEG_06943	NA	-0.689133	1	-0.761063	23.4693	12.6307
FVEG_06944	NA	-1.3726	1	-1.46351	43.162	14.2747
FVEG_06945	NA	0	1	0.0447618	47.6752	44.8556
FVEG_06946	NA	0.663625	1	0.681045	6718.68	9822.84
FVEG_06948	NA	0	1	-0.19357	4.04861	3.25199
FVEG_06949	NA	-0.454694	1	-0.527079	18.089	11.4496
FVEG_06950	NA	-0.0599816	1	-0.149004	16.4715	13.552
FVEG_06951	NA	-0.754553	1	-0.975295	3.69121	1.71525
FVEG_06952	NA	-0.204984	1	-0.269354	13.7859	10.4323
FVEG_06953	NA	1.38273	1	1.45205	70.2807	175.405
FVEG_06956	NA	0.570965	1	0.634248	26.1821	37.0666
FVEG_06957	NA	-0.572524	1	-0.794918	0.0627899	0.038501
FVEG_06958	NA	0	1	-0.0338668	23.0418	20.5346
FVEG_06959	NA	-0.0945528	1	-0.186313	28.8474	23.1289
FVEG_06960	NA	0.007157	1	0.111408	14.9977	14.7839
FVEG_06961	NA	0	1	-0.426531	1.27711	0.878383
FVEG_06962	NA	-0.466716	1	-0.491449	146.278	94.8814
FVEG_06963	NA	-2.46061	1	-2.51249	146.074	23.3433
FVEG_06964	NA	-0.943084	1	-1.12651	6.39653	2.67473
FVEG_06965	NA	-0.311217	1	-0.395234	23.8339	16.5313
FVEG_06966	NA	0.206913	1	0.231221	135.588	145.135
FVEG_06967	NA	0.244395	1	0.361986	16.3032	19.1239
FVEG_06968	NA	-1.73602	1	-1.7669	1.36045	0.372405
FVEG_06969	NA	0	1	-2.37988	0	0
FVEG_06970	NA	-0.50329	1	-0.575857	13.0568	7.98965
FVEG_06971	NA	0	1	0.0547253	24.0789	22.8101
FVEG_06972	NA	0.907325	1	1.01595	5.86528	10.8252
FVEG_06973	NA	-0.318336	1	-0.4241	8.49841	5.77896
FVEG_06975	NA	-0.392654	1	-0.593005	3.95739	2.3969
FVEG_06976	NA	-0.163484	1	-0.232642	26.2544	20.3805
FVEG_06977	NA	-0.551145	1	-0.61977	7.61365	4.51908
FVEG_06978	NA	-2.37565	1	-2.61534	27.0389	4.02198
FVEG_06979	NA	-3.15517	1	-3.24967	57.8645	5.54617
FVEG_06980	NA	-0.682735	1	-0.737034	29.15	15.9498
FVEG_06981	NA	-0.316853	1	-0.350742	58.7892	42.0407
FVEG_06982	NA	0.443251	1	0.517377	21.7703	28.4253
FVEG_06984	NA	0.592636	1	0.721524	7.41589	11.1639
FVEG_06985	NA	0	1	-0.0796475	3.84588	3.33844
FVEG_06986	NA	-0.553854	1	-0.844357	1.49565	0.762259
FVEG_06987	NA	0.539479	1	0.687057	6.76964	9.95418
FVEG_06988	NA	0.255771	1	3.07955	0	0.18879
FVEG_06989	NA	0	1	0.942048	0	0.0294035
FVEG_06990	NA	0	1	1.20508	0.0754474	0.207078
FVEG_06991	NA	0	1	-3.37988	0.0302642	0
FVEG_06992	NA	0.00337968	1	0.121339	6.01905	5.97544
FVEG_06994	NA	-4.471	1	-7.33408	1.68717	0
FVEG_06995	NA	0.643016	1	1.30601	0.441381	1.03688
FVEG_06996	NA	0.513926	1	1.08773	1.0444	2.0835
FVEG_06997	NA	-3.0634	1	-3.32764	11.2903	1.02338
FVEG_06999	NA	0.932093	1	1.23777	1.97507	4.28014
FVEG_07001	NA	-3.99388	1	-6.90344	0.562524	0
FVEG_07002	NA	-3.51664	1	-3.87631	7.22647	0.446121
FVEG_07008	NA	0	1	0.0707809	2.12751	2.15646
FVEG_07009	NA	0.224099	1	0.342247	4.89715	5.6664
FVEG_07010	NA	-0.386133	1	-0.44596	34.6667	23.21
FVEG_07011	NA	0	1	-0.111838	3.47522	2.93601
FVEG_07012	NA	0.0207851	1	0.106357	8.89708	8.73764
FVEG_07013	NA	0.513676	1	0.579707	11.5469	15.7412
FVEG_07014	NA	0.866337	1	0.948932	14.2313	25.064
FVEG_07015	NA	0.0992868	1	0.174229	28.8066	29.6501
FVEG_07016	NA	0.271818	1	0.351337	26.0204	30.2824
FVEG_07017	NA	-0.0614636	1	-0.13064	42.9284	35.7656
FVEG_07018	NA	-0.455222	1	-0.526091	25.947	16.4344
FVEG_07019	NA	0.144504	1	0.194737	27.9441	29.1683
FVEG_07020	NA	0.564145	1	0.658481	24.6865	35.5539
FVEG_07021	NA	-0.234905	1	-0.333094	5.01095	3.62911
FVEG_07022	NA	-1.01178	1	-1.07446	15.7826	6.83483
FVEG_07023	NA	-0.162914	1	-0.237244	23.2707	18.0075
FVEG_07024	NA	0.291265	1	0.339754	72.6442	83.8444
FVEG_07025	NA	0.197195	1	0.256804	21.1129	23.0082
FVEG_07026	NA	0.350374	1	0.413233	18.9083	22.9664
FVEG_07027	NA	0.170993	1	0.239543	18.85	20.2994
FVEG_07028	NA	0.925367	1	1.07346	6.20439	11.9262
FVEG_07029	NA	0.267245	1	0.321554	54.9898	62.6748
FVEG_07030	NA	-0.130476	1	-0.144663	1326.62	1094.3
FVEG_07031	NA	-0.804153	1	-0.948115	10.0151	4.73732
FVEG_07032	NA	0.455892	1	0.556815	16.1731	21.7095
FVEG_07033	NA	-0.665136	1	-0.684189	720.752	409.036
FVEG_07034	NA	-0.0783214	1	-0.158149	55.7666	45.5882
FVEG_07035	NA	0.00707648	1	0.0614585	108.746	103.496
FVEG_07036	NA	-0.0315003	1	-0.086993	79.7473	68.4755
FVEG_07037	NA	-0.113289	1	-0.171664	19.8148	16.0445
FVEG_07038	NA	-0.512332	1	-0.765534	3.92532	2.11136
FVEG_07039	NA	-0.0629777	1	-0.222295	10.1003	7.90582
FVEG_07040	NA	0	1	0.109123	11.1444	10.9722
FVEG_07041	NA	1.44605	1	1.6779	4.63469	13.5837
FVEG_07042	NA	-0.174567	1	-0.224196	32.7575	25.5746
FVEG_07043	NA	0	1	-2.96484	0.0418906	0.00366945
FVEG_07046	NA	0	1	0.287183	1.40505	1.6
FVEG_07047	NA	0.334044	1	0.409424	30.2723	36.6767
FVEG_07048	NA	0.333978	1	0.378624	38.6941	45.8784
FVEG_07049	NA	1.1449	1	1.20804	54.0256	113.846
FVEG_07050	NA	-0.614352	1	-0.663976	37.5488	21.6122
FVEG_07051	NA	0.0292426	1	0.145934	8.19117	8.27152
FVEG_07052	NA	0.0555981	1	0.152051	14.9634	15.1701
FVEG_07053	NA	0.166573	1	0.24803	11.5652	12.5296
FVEG_07054	NA	0.0844813	1	0.749403	1.86675	2.97179
FVEG_07055	NA	0	1	-0.201828	1.12163	0.901194
FVEG_07056	NA	0.11093	1	0.197278	9.05361	9.46993
FVEG_07058	NA	3.11762	1	3.4561	1.36118	13.7721
FVEG_07059	NA	0.870623	1	1.07351	2.81174	5.41329
FVEG_07060	NA	-0.129204	1	-0.184761	19.8222	15.9052
FVEG_07061	NA	0.12817	1	0.187345	30.2524	31.4183
FVEG_07062	NA	0.678879	1	0.771342	11.8616	18.473
FVEG_07063	NA	-1.03294	1	-1.13105	22.6946	9.45194
FVEG_07064	NA	0.286421	1	0.377343	14.9423	17.7084
FVEG_07065	NA	3.01923	1	3.89696	0.15063	2.21448
FVEG_07066	NA	-0.819073	1	-0.905177	5.1229	2.49513
FVEG_07067	NA	-2.21365	1	-2.34197	18.8218	3.38529
FVEG_07068	NA	-0.285835	1	-0.332568	16.3653	11.852
FVEG_07069	NA	0	1	-0.0266924	17.6098	15.767
FVEG_07070	NA	-0.541831	1	-0.597914	44.5832	26.8643
FVEG_07071	NA	-0.645363	1	-0.73404	29.277	16.0562
FVEG_07072	NA	0	1	-0.0581214	34.9675	30.6337
FVEG_07073	NA	-0.113678	1	-0.169014	25.3107	20.5319
FVEG_07074	NA	1.45038	1	1.47407	261.167	661.619
FVEG_07075	NA	-0.253424	1	-0.324649	21.2068	15.4452
FVEG_07076	NA	0.185123	1	0.262366	14.8293	16.2256
FVEG_07077	NA	0.162302	1	0.278255	8.9382	9.89303
FVEG_07078	NA	1.42333	1	1.69299	2.25156	6.6796
FVEG_07079	NA	1.05909	1	1.21534	6.85551	14.543
FVEG_07080	NA	0	1	0.0896048	1.47773	1.53174
FVEG_07081	NA	-0.0994026	1	-0.138664	78.7217	65.2109
FVEG_07082	NA	-0.275337	1	-0.391805	13.7081	9.53386
FVEG_07083	NA	-0.172628	1	-0.207621	59.8203	47.2397
FVEG_07084	NA	1.72446	1	1.83321	8.88149	28.8862
FVEG_07085	NA	3.99506	1	4.14705	2.73673	44.306
FVEG_07086	NA	-0.429281	1	-0.610284	13.4065	8.02051
FVEG_07087	NA	-3.12554	1	-3.19964	65.1248	6.46293
FVEG_07090	NA	-0.102672	1	-0.189809	15.0136	12.0077
FVEG_07091	NA	-0.835954	1	-0.861837	238.282	119.562
FVEG_07092	NA	-0.0774666	1	-0.118386	45.0694	37.863
FVEG_07093	NA	0.109728	1	0.179924	20.7565	21.4478
FVEG_07094	NA	0.131312	1	0.146055	833.209	840.729
FVEG_07095	NA	0.636951	1	0.678479	30.9849	45.2246
FVEG_07096	NA	0.881996	1	0.931599	37.8608	65.8623
FVEG_07097	NA	-0.303831	1	-0.330684	97.6617	70.8149
FVEG_07098	NA	-0.126488	1	-0.226947	39.9857	31.1715
FVEG_07099	NA	0.903068	1	0.962301	94.0515	167.143
FVEG_07100	NA	0.251583	1	0.313779	16.8978	19.157
FVEG_07101	NA	0	1	0.0264011	9.33915	8.68161
FVEG_07102	NA	0.954426	1	0.980779	143.355	257.994
FVEG_07103	NA	0.285195	1	0.347349	23.6829	27.4814
FVEG_07104	NA	-0.0973	1	-0.153555	20.0331	16.426
FVEG_07105	NA	0.97087	1	1.00168	43.3857	79.2215
FVEG_07107	NA	0.626117	1	0.707446	15.221	22.6747
FVEG_07108	NA	0	1	0.0549919	38.9363	36.8944
FVEG_07109	NA	0	1	0.0191026	29.4129	27.1817
FVEG_07112	NA	0.267982	1	0.32379	18.8293	21.4943
FVEG_07113	NA	0.168588	1	0.229533	23.5894	25.2259
FVEG_07114	NA	2.22619	1	2.30035	39.0111	175.304
FVEG_07115	NA	1.00824	1	1.18853	6.538	13.6229
FVEG_07116	NA	0.112931	1	0.173858	44.0361	45.3083
FVEG_07117	NA	-0.0313092	1	-0.120468	19.1145	16.0407
FVEG_07118	NA	-0.213867	1	-0.31792	18.8346	13.7858
FVEG_07119	NA	0.398975	1	0.459253	63.5511	79.6909
FVEG_07120	NA	0.227803	1	0.265439	209.303	229.43
FVEG_07121	NA	-0.534176	1	-0.679909	5.8199	3.31585
FVEG_07122	NA	0.51674	1	0.595823	9.92547	13.6846
FVEG_07123	NA	-0.463111	1	-0.600895	6.09315	3.6667
FVEG_07124	NA	-0.0350294	1	-0.0840128	54.2857	46.7073
FVEG_07125	NA	-0.0149164	1	-0.107384	18.9579	16.0548
FVEG_07126	NA	0.98469	1	1.0783	15.2795	29.4394
FVEG_07127	NA	0.33844	1	0.388332	65.0165	77.6113
FVEG_07128	NA	0.165883	1	0.22503	15.4609	16.4818
FVEG_07130	NA	-0.510086	1	-0.545101	59.5979	37.2473
FVEG_07133	NA	0.0461207	1	0.181714	6.90041	7.14537
FVEG_07134	NA	0.0454843	1	0.177595	10.6698	11.0164
FVEG_07135	NA	0.522748	1	0.885598	18.397	31.32
FVEG_07136	NA	0	1	-0.0742888	24.6767	21.3844
FVEG_07137	NA	0.75486	1	0.887787	14.8308	25.0562
FVEG_07138	NA	0.46153	1	0.549764	16.4926	22.0268
FVEG_07139	NA	0.625655	1	0.716565	28.7045	43.0373
FVEG_07140	NA	0.160557	1	0.207993	44.8663	47.2633
FVEG_07141	NA	-0.785566	1	-0.85638	34.3641	17.3114
FVEG_07142	NA	0.415761	1	0.510738	23.0599	29.9782
FVEG_07143	NA	0.315353	1	0.405808	21.7658	26.3091
FVEG_07144	NA	0.14808	1	0.211304	22.6143	23.88
FVEG_07145	NA	0	1	-0.0126187	21.14	19.1172
FVEG_07146	NA	1.79248	1	1.84354	20.3432	66.5888
FVEG_07147	NA	-1.13424	1	-1.22293	18.6663	7.29394
FVEG_07148	NA	0.978996	1	1.03421	32.9386	61.5262
FVEG_07149	NA	-0.896301	1	-1.00321	18.3755	8.36305
FVEG_07150	NA	-0.324582	1	-0.415619	42.4143	29.0078
FVEG_07151	NA	-0.545196	1	-0.61927	30.3428	18.0169
FVEG_07152	NA	0.445352	1	0.513952	26.986	35.1498
FVEG_07153	NA	-0.899748	1	-0.970571	22.4858	10.4653
FVEG_07156	NA	-0.60727	1	-0.664278	56.989	32.7958
FVEG_07157	NA	-0.312761	1	-0.327117	1728.91	1256.71
FVEG_07158	NA	0.269854	1	0.303015	92.4361	103.997
FVEG_07159	NA	-0.447105	1	-0.525167	17.3271	10.9823
FVEG_07160	NA	0.260971	1	0.336257	15.9357	18.3521
FVEG_07161	NA	0	1	-0.0773177	3.72919	3.26662
FVEG_07162	NA	-0.345579	1	-0.409987	84.075	57.7127
